ranking,ID,Title,Year,Cited by,DOI,score_tematico,score_actualidad,score_citaciones,score_metodologico,total_score,metodologia,resultados,objetivo,hallazgos
1,117,ICT adoption and youth employment in Nigeria's agricultural sector,2024,18,10.1108/AJEMS-03-2022-0111,0.1896551724137931,0.8,0.7282714920267325,0.5,0.4504818846122431,Logit/Probit; Estudio Descriptivo,Factores educativos,"This study proposes improved infrastructure facilities such as reliable power supply, lowering the cost of mobile and data subscriptions and better education facilities should be prioritised at all localities.",the result reveals that ICT adoption can increase youth agricultural employment by approximately 21%. show that the youth's average weekly engagement in agricultural activities is about 24 h.
2,40,"Determinants of youth unemployment in Barranquilla, Colombia: a multi-method analysis of education, work experience, and socioeconomic factors",2025,6,10.1080/02673843.2025.2492106,0.1724137931034483,1.0,0.4812974212166097,0.6000000000000001,0.4424663807950461,Logit/Probit; Machine Learning,Factores educativos; Capital humano; Políticas públicas,"This study examines the complex factors influencing youth unemployment in Barranquilla, Colombia, focusing on the roles of education, work experience, and socioeconomic background. Employing a multi-method approach combining logistic regression, chi-square tests, ANOVA, and Random Forest analysis, the research analyzes data from 2,250 young adults aged 18–28.",Results show postgraduate education reduces unemployment odds by 70.
3,76,Determinants of youth unemployment among university students from Mexico city; [Determinantes del desempleo juvenil en estudiantes universitarios de la ciudad de México],2025,0,10.4067/S0718-50062025000200139,0.3620689655172414,1.0,0.0,0.5,0.4310344827586207,Logit/Probit; Estudio Descriptivo,Factores educativos; Desigualdad de género; Capital humano; Políticas públicas,This study aims to identify the determinants of unemployment among higher education students.,"The results reveal that age, gender, educational level, work experience, region of residence, mobility, participation in employment programs, and entrepreneurship resources are significant factors influencing student employability."
4,72,Determinants of Youth Unemployment in Urban Duhok: A Logistic Regression Analysis of Duhok's Labor Market,2025,1,10.53754/iscs.v5i1.767,0.20689655172413793,1.0,0.17144160057391344,0.9,0.42773659597685165,Econometría; Logit/Probit; Estudio Descriptivo,Factores educativos; Desigualdad de género; Mercado laboral,"Youth unemployment remains a critical socioeconomic issue in Duhok City. This study used an online cross-sectional survey (Google Forms) of 2,076 urban residents aged 18–30, conducted from January to March 2025, to assess employment status and sociodemographic predictors of joblessness.","However, the online sampling methodology limits generalizability to digitally connected youth populations only. © 2025 by the authors."
5,31,Youth unemployment and associated factors in India,2025,2,10.1016/j.childyouth.2024.108081,0.25862068965517243,1.0,0.2717285079732675,0.4,0.42365604642223975,Logit/Probit,Factores educativos; Desigualdad de género; Mercado laboral,"Despite different policies targeting youth unemployment, it remains a significant concern in the Indian labour market. Due to high levels of youth unemployment, the country is not able to reap the desired benefits of the demographic dividend.","For that, employers and educators’ need be part of policy formation that targets youth employment. © 2024 Elsevier Ltd"
6,18,Fostering employment match? Graduates’ internships and early professional experiences between individuals’ choices and institutional constraints,2025,5,10.1108/IJSSP-10-2024-0498,0.1896551724137931,1.0,0.44317010854718086,0.4,0.4234616079163327,Panel Data,Factores educativos; Capital humano; Mercado laboral; Políticas públicas; Transición escuela-trabajo,"We investigate whether internships during and after the degree program improve employment quality, specifically in terms of coherence between the job obtained and the educational-level achieved.","We conclude that internships may help secure employment but at the cost of overeducation for graduates. The findings suggest that curricular internships, if at all, do not affect the likelihood of obtaining a matching qualified job."
7,7,Why is the size of discouraged labour force increasing in India?,2023,3,10.1007/s10644-023-09538-0,0.25862068965517243,0.6,0.3428832011478269,1.0,0.4178869850571516,Econometría; Logit/Probit; Panel Data; Estudio Descriptivo,Factores educativos,"This paper explores the trends, composition, and determinants of rising DLF in India using national level employment-unemployment surveys and macro-level panel data.","Moreover, these measures could help in the process of harnessing the demographic dividend in India through an increased level of labour productivity in the long run. © 2023, The Author(s), under exclusive licence to Springer Science+Business Media, LLC, part of Springer Nature."
8,2,Applying the forest load capacity factor to assess environmental sustainability in the Global South,2025,1,10.1016/j.forpol.2025.103631,0.1896551724137931,1.0,0.17144160057391344,0.8,0.4091159063216792,Econometría; Panel Data,Desigualdad de género; Mercado laboral,"Forests play a critical role in achieving environmental sustainability because they absorb polluting waste from anthropogenic activities and produce biomass. However, the forest load capacity of developing countries has deteriorated due to the overload of unregulated economic activities.",show that environmental sustainability exhibits a cointegrating relationship with the regressors when considering structural breaks in the series resulting from external and internal shocks. show that the regressors have a heterogeneous effect on environmental sustainability across the distribution.
9,112,Determinants of youth financial inclusion in MENA countries: account holding versus the use of digital services,2025,6,10.1108/JFRA-12-2023-0789,0.13793103448275862,1.0,0.4812974212166097,0.4,0.4052250014847012,Logit/Probit,Factores educativos; Desigualdad de género; Políticas públicas,The purpose of this paper is to address the two following questions.,"Originality/value: To the best of the authors’ knowledge, no paper has addressed yet the determinants of youth financial inclusion, especially the use of digital services, with a focus on job status (entrepreneurs vs employees) in MENA countries, prior and during the pandemic. © 2024, Emerald Publishing Limited."
10,120,"The Youth Guarantee, Vulnerability, and Social Exclusion Among NEETs in Southern Europe",2024,9,10.17645/pag.7469,0.2413793103448276,0.8,0.5695166695789404,0.1,0.40459298908820196,Estudio Descriptivo,Factores educativos; Desigualdad de género; Mercado laboral; Políticas públicas,"Young people neither in employment, education, or training (NEETs) are particularly vulnerable to social and economic exclusion. Indeed, recognition of this fact was a key motivating factor underlying the development of the Youth Guarantee.","The findings suggest that greater efforts are needed to remove the obstacles to labour market re‐integration faced by the most vulnerable groups within the purview of the programme and, above all, young women with family responsibilities."
11,81,NEET youth in central and eastern European countries: a panel model approach,2025,2,10.1080/13676261.2024.2392189,0.20689655172413793,1.0,0.2717285079732675,0.4,0.3977939774567225,Panel Data,Factores educativos; Mercado laboral,"The purpose of the present study was to examine macro-determinants of the Not Engaged in Employment, Education, or Training Young People (NEET) in Central and Eastern European Countries.","The findings of the present study showed associations between socio-economic and institutional conditions (labour market regulation) and the NEET rate at the country level and may indicate appropriate policy measures to promote a decrease in the NEET rate. © 2024 Informa UK Limited, trading as Taylor & Francis Group."
12,58,Social entrepreneurship and future employment in Nigeria,2023,15,10.1111/issj.12360,0.1724137931034483,0.6,0.6857664022956538,0.5,0.39336017701085485,Logit/Probit; Estudio Descriptivo,Factores educativos; Desigualdad de género; Mercado laboral; Políticas públicas,"Background: To cater for the growing global population, the future of employment has been policy discourse. This is mainly because, as the population increases, the demand for employment increases.",show that only 3.
13,86,A Systematic Review of Evaluated Labor Market Initiatives Addressing Precarious Employment: Findings and Public Health Implications,2025,6,10.1177/27551938241310120,0.13793103448275862,1.0,0.4812974212166097,0.2,0.38522500148470123,Revisión Sistemática,Mercado laboral; Políticas públicas,The purpose of this article is to synthesize and critically appraise available evidence on labor market initiatives addressing PE identified through a systematic review.,"© The Author(s) 2025. This article is distributed under the terms of the Creative Commons Attribution 4.0 License (https://creativecommons.org/licenses/by/4.0/) which permits any use, reproduction and distribution of the work without further permission provided the original work is attributed as specified on the SAGE and Open Access page (https://us.sagepub.com/en-us/nam/open-access-at-sage)."
14,127,A bibliometric study of reference literature on youth unemployment,2023,10,10.1108/JEC-04-2022-0062,0.2413793103448276,0.6,0.5930904937751824,0.2,0.3793077539274503,Revisión Sistemática,Mercado laboral,This study aims to investigate the global issues of youth unemployment using bibliometric analysis covering the period from 1983 to 2022.,"The paper aimed to emphasize the topic of youth unemployment, its development in the research field and the usefulness of bibliometric analysis in social sciences in general, and youth unemployment in particular. © 2022, Emerald Publishing Limited."
15,95,"Determinants of school dropout in the Asenze cohort study in KwaZulu-Natal, South Africa",2026,1,10.1080/17450128.2025.2539732,0.1206896551724138,1.0,0.17144160057391344,0.8,0.3746331477009896,Logit/Probit; Panel Data,Factores educativos; Desigualdad de género,"South Africa remains characterised by high rates of school dropout, exacerbated by the COVID-19 pandemic. The consequences lead to compromised employment opportunities and other negative social and health outcomes associated with out of school youth (OSY).","© 2025 The Author(s). Published by Informa UK Limited, trading as Taylor & Francis Group."
16,38,"Convergence and determinants of young people not in employment, education or training: An European regional analysis",2022,19,10.1016/j.econmod.2022.105808,0.20689655172413793,0.4,0.7409582701528539,0.4,0.3716399298926397,Econometría,Factores educativos,"In this paper, we study the convergence in the rates of young people Not in Employment, Education or Training (NEET) across the 274 European regions from 2000 to 2019. First, we apply the club convergence methodology and identify the presence of four important clusters with different trends in NEET rates.",The unemployment rate and the percentage of early leavers from education and training are the main drivers of NEET rates in all clusters. © 2022
17,24,Examining the determinants of youth unemployment in Somaliland: an analysis of the 2020 Somaliland Demographic and Health Survey (SLDHS),2025,1,10.1080/00036846.2025.2508522,0.1724137931034483,1.0,0.17144160057391344,0.5,0.3704952166665068,Logit/Probit; Estudio Descriptivo,Factores educativos,"Youth unemployment poses a significant socioeconomic and developmental challenge globally, with its impact particularly pronounced in resource-constrained settings such as Somaliland. Aligned with SDG 8, this study uses data from the 2020 SLDHS to analyse the determinants of youth unemployment and provide actionable insights.","© 2025 The Author(s). Published by Informa UK Limited, trading as Taylor & Francis Group."
18,106,Cognitive and motivational drivers of entrepreneurial intention in an emerging economy: Implications for open innovation dynamics,2025,10,10.1016/j.joitmc.2025.100568,0.10344827586206896,1.0,0.5930904937751824,0.0,0.37034223668607097,No clasificado,Factores educativos; Desigualdad de género,"Entrepreneurial intention (EI) is a pivotal construct for understanding the emergence of entrepreneurial behavior, particularly within emerging economies where youth-led innovation and self-employment are increasingly vital for sustainable economic development. This study investigates the key cognitive and motivational determinants of entrepreneurial intention, including risk-taking propensity,...","The results reveal that all five predictors significantly influence entrepreneurial intention, with motivation and entrepreneurial knowledge exerting the strongest effects."
19,53,"Youth unemployment in Nigeria: nature, causes and solutions",2023,11,10.1007/s11135-022-01388-8,0.2413793103448276,0.6,0.6146117091210943,0.0,0.36361199699663266,No clasificado,Mercado laboral; Políticas públicas,"This study investigates the nature and causes of youth unemployment in Nigeria, with the aim of proffering evidence-based workable solutions as policy recommendation. Its contribution to the literature on youth unemployment is the joint examination of the nature and causes of youth unemployment, which gives a holistic view and provides sufficient background for designing holistic solutions to t...","The results suggest that the nature of youth unemployment in Nigeria is non-cyclical, partly frictional, but largely structural."
20,30,The dynamic impact of higher education on youth employment opportunities and quality: an empirical analysis based on age-period-cohort models,2025,1,10.3389/fsoc.2025.1680077,0.15517241379310345,1.0,0.17144160057391344,0.5,0.3618745270113344,Panel Data; Estudio Descriptivo,Factores educativos; Mercado laboral,"Introduction: Education serves as a crucial mechanism influencing individuals’ labor income and social mobility in modern society, and whether one has attained higher education has become a key determinant in the allocation of competitive opportunities within the labor market. However, the impact of this determinant on youth employment is inherently dynamic, shaped both by micro-level life cour...","This underscores the urgency of aligning higher education with the evolving labor market and implementing targeted employment policies. Copyright © 2025 Chen, Guo, Li and Wang."
21,75,Exploring the nexus between non-agricultural employment and rural youth welfare in Nigeria,2025,3,10.1007/s43621-025-00897-4,0.08620689655172414,1.0,0.3428832011478269,0.5,0.36168008850542743,Econometría; Estudio Descriptivo,Factores educativos; Mercado laboral,"The rural youth population in Nigeria encounters one of the most vulnerable economic situations, due to limited opportunities. While most rural youth engage solely in farming for sustenance, others explore non-agricultural activities as an additional income source.","The results reveal that factors such as education, household size, membership in youth forums, accessibility to information and credit influence youth engagement in non-agricultural employment. show that non-agricultural employment significantly increases rural youth’s welfare."
22,82,Lost in transition! Factors leading to NEET status in youth populations,2026,0,10.1080/13676261.2026.2618070,0.2413793103448276,1.0,0.0,0.4,0.3606896551724138,Panel Data,Factores educativos; Desigualdad de género; Transición escuela-trabajo,"The NEET phenomenon poses persistent social and economic challenges, although its drivers remain context-dependent and unevenly distributed across space. This study conducts a systematic literature review (2015–2025) to synthesize determinants of youth NEET status through an explicitly spatial, multi-level lens (macro, meso, micro).","The review also outlines a future research agenda on digitalization, automation, green transitions, and rigorous comparative/longitudinal evaluation. © 2026 Informa UK Limited, trading as Taylor & Francis Group."
23,28,Determinants of youth unemployment rate: case of Slovakia,2022,6,10.24136/eq.2022.013,0.20689655172413793,0.4,0.4812974212166097,0.8,0.3597077601053909,Econometría; Logit/Probit,Factores educativos; Capital humano; Mercado laboral,"This paper aims to analyse the unemployment rate of high school-graduated students and the factors impacting this unemployment rate, such as GDP per capita, total unemployment rate, apartment price per square meter and results from state exams.","To reduce youth unemployment, the state should focus primarily on improving overall unemployment itself by implementing a dual-learning system, simplifying business opportunities, making part-time work available, or intro-ducing lifelong learning to help transform the economy into a knowledge base. © Instytut Badań Gospodarczych/Institute of Economic Research (Poland)."
24,37,"Youth Engagement in Agribusiness: Perception, Constraints, and Skill Training Interventions in Africa: A Systematic Review",2024,12,10.3390/su16031096,0.10344827586206896,0.8,0.63440930810539,0.2,0.35860599955211253,Revisión Sistemática,Factores educativos; Capital humano; Políticas públicas,This study aims to provide an in-depth review of existing studies on young people’s perceptions and factors influencing their participation in agribusiness.,"In order to promote the advancement of agri-food systems in Africa through youth participation, youth policies must prioritize access to various resources, including but not limited to capital, education, skills training, land, extension support, social support, mentoring, and private-sector involvement. © 2024 by the authors."
25,121,"Parental socioeconomic resources and adverse childhood experiences as predictors of not in education, employment, or training: a Finnish register-based longitudinal study",2021,56,10.1080/13676261.2019.1679745,0.15517241379310345,0.2,1.0,0.4,0.35758620689655174,Panel Data,Factores educativos; Desigualdad de género; Capital humano; Transición escuela-trabajo,"Socioeconomic disadvantage in childhood is common among youth not in education, employment or training (NEETs). However, the evidence on other adverse childhood experiences as determinants of NEET remains scarce.",The results suggest that parental socioeconomic resources are more important than adverse childhood experiences for the educational and employment transitions of young adults. We show that family socioeconomic disadvantage is strongly associated with NEET (e.
26,70,Rural tourism impact on rural depopulation: evidence from China,2025,1,10.1108/TR-02-2025-0121,0.08620689655172414,1.0,0.17144160057391344,0.8,0.3573917683906448,Econometría; Panel Data,Factores educativos; Desigualdad de género; Capital humano; Políticas públicas,"This study aims to investigate the impact of rural tourism in mitigating rural depopulation in China, focusing on the roles of gender and age dynamics.","The findings reveal that rural tourism significantly reduces depopulation, with women showing greater retention rates than men due to gendered employment opportunities in tourism and cultural roles."
27,23,Determinants of Young People with Secondary Education Being Employed,2023,1,10.3390/economies11020040,0.22413793103448276,0.6,0.17144160057391344,0.9,0.35635728563202407,Econometría; Logit/Probit; Estudio Descriptivo,Factores educativos; Desigualdad de género; Mercado laboral,The aim of this paper is to find out the main factors that determine whether young people with secondary education are employed or not in Lithuania.,The probit model also provided evidence that women are more likely to work than men. © 2023 by the authors.
28,67,Socioeconomic and demographic determinants of youth unemployment in Somaliland: a multilevel analysis of the 2020 SLDHS data,2026,0,10.1080/00036846.2026.2645687,0.20689655172413793,1.0,0.0,0.5,0.35344827586206895,Logit/Probit; Estudio Descriptivo,Factores educativos; Capital humano; Mercado laboral; Políticas públicas,"We analyzed youth aged 15–34 (n = 2,796) to align with the African Union definition.",The results showed a weighted non-employment prevalence of 94.
29,97,"NEET in Turkey: a typology including jobless youths, parental education and employment status as determinants",2023,7,10.1108/ET-01-2023-0005,0.1724137931034483,0.6,0.5143248017217403,0.4,0.34907185689607223,Logit/Probit,Factores educativos; Desigualdad de género,"The purpose of this study is to improve understanding of the role of the family as NEET determinants in a country with free education in a Mediterranean or Southern European welfare state, so that the authors can contribute to policy recommendations and offer suggestions for future studies.","Findings from the study allow comparison of Turkey and southern European welfare regime countries and fill the gap in the literature on NEET and parent relationship in Turkey with a strong and up-to-date dataset. © 2023, Emerald Publishing Limited."
30,65,Minimum wage and unemployment dynamics in the EU: A panel data analysis,2025,0,10.3934/NAR.2025022,0.13793103448275862,1.0,0.0,0.8,0.3489655172413793,Econometría; Panel Data,Factores educativos; Mercado laboral,"We analyzed the relationship between lagged minimum wage levels and labor market outcomes, including total unemployment, employment rates, and youth/low-skilled unemployment.","findings revealed a statistically significant but economically modest positive effect of minimum wage increases on unemployment, consistent with neoclassical theory."
31,116,"Regional youth employment: trends, drivers and the impact of the knowledge economy and decarbonisation",2025,0,10.1080/13676261.2025.2555923,0.1896551724137931,1.0,0.0,0.5,0.3448275862068965,Panel Data; Estudio Descriptivo,Factores educativos; Transición escuela-trabajo,"This paper uses micro-data from the European Labour Force Survey to construct a novel regional panel to examine youth employment for Italy, Spain, Greece and Ireland over 2008–2021. Youth employment has been especially vulnerable to economic shocks in these peripheral European economies.",Results indicate divergence at a rate of 7.
32,110,Education as a social determinant of the health of international migrants and locals in Chile between 2013 and 2022,2025,1,10.1016/j.jmh.2025.100320,0.1206896551724138,1.0,0.17144160057391344,0.5,0.3446331477009896,Logit/Probit; Estudio Descriptivo,Factores educativos,This study provides an overview of education as a social determinant of health among international migrants and locals for the last decade and call for targeted in-depth analyses on the topic.,Conclusions: This study provides an overview of education as a social determinant of health among international migrants and locals for the last decade and call for targeted in-depth analyses on the topic. © 2025 The Author(s)
33,91,Neighbourhood effects and determinants of population changes in Italy: A spatial perspective,2023,14,10.1553/P-5DFZ-C44A,0.15517241379310345,0.6,0.6698035769782944,0.1,0.3415469222922106,Estudio Descriptivo,Factores educativos; Desigualdad de género,"We examined the relationship between demographic, social and economic factors and the demographic growth/decline of municipalities in the subsequent 10 years.","Moreover, we examined the relationship between demographic, social and economic factors and the demographic growth/decline of municipalities in the subsequent 10 years. Among the different covariates included in the model, the demographic composition of the population, the female activity rate, the youth employment rate and the presence/absence of a school proved to be strongly related to population growth and decline in Italian municipalities © 2023, Vienna Yearbook of Population Research.Al..."
34,73,From family to markets. How institutional determinants of rural youth transitions have changed in Senegal and Zambia over time,2023,7,10.1016/j.jrurstud.2023.103040,0.15517241379310345,0.6,0.5143248017217403,0.4,0.34045116724089974,Panel Data,Factores educativos; Transición escuela-trabajo,This paper seeks to identify the main institutional determinants of youth transitions.,The analysis points to the importance of taking account of structural characteristics and related institutions when addressing the challenge of employment for future cohorts of youth. © 2023 Elsevier Ltd
35,142,Access to finance and rural youth entrepreneurship in Benin: Is there a gender gap?,2022,31,10.1111/1467-8268.12623,0.15517241379310345,0.4,0.8572080028695672,0.1,0.3390278074704652,Estudio Descriptivo,Factores educativos; Desigualdad de género; Capital humano; Transición escuela-trabajo,"This paper examines the impact of access to finance on rural youths' entrepreneurship in Benin using data from the second wave of the School-To-Work Transition Survey, involving over 900 youths.","The results indicate that age, education, poverty status, experience, working in the agricultural sector and the existence of a bank branch are important determinants of rural youths' access to finance. results suggest that policymakers should facilitate the access of youth, especially young women, to finance by encouraging formal financial institutions to reduce their credit eligibility conditions for those who do not have collateral."
36,150,Objectives of sustainable development and youth employment in Colombia,2020,13,10.3390/su12030991,0.27586206896551724,0.1,0.652739021790523,0.5,0.3384788388408632,Logit/Probit; Estudio Descriptivo,Factores educativos; Desigualdad de género; Capital humano; Mercado laboral; Políticas públicas,"The purpose of this research is to estimate the determinants of youth unemployment and its relationship with SDGs Objective 8, and linking it to the objectives of quality education and gender equity.","Employment policies, therefore, to achieve the SDGs must not only invest in education, but also expand dual education programs, considering gender. © 2020 by the authors."
37,51,The micro determinants of financial inclusion and financial resilience in Africa,2022,50,10.1111/1467-8268.12636,0.10344827586206896,0.4,0.9724896797636216,0.1,0.3362220738837588,Estudio Descriptivo,Factores educativos; Desigualdad de género; Mercado laboral,"This study analyzes the factors influencing financial inclusion and financial resilience in Africa. Using national surveys of 40 African countries and the doing business database, multiple models are performed to analyze financial inclusion drivers.","The results show that individual characteristics, barriers to formal accounting, financial literacy and innovation condition the decision to have a traditional or mobile account. show that individual characteristics, barriers to formal accounting, financial literacy and innovation condition the decision to have a traditional or mobile account."
38,152,"Determinants of rural youth migration in Gomma district, Jimma zone, southwestern Ethiopia",2026,0,10.1080/23311886.2026.2645264,0.1724137931034483,1.0,0.0,0.5,0.33620689655172414,Logit/Probit; Estudio Descriptivo,Factores educativos; Mercado laboral; Políticas públicas,This study aimed to identify the determinants of youth migration in the Gomma district of the Jimma zone.,"The results showed that the presence of relative/friends out of birthplace, family size, age of youth, and schooling of respondents positively influence youth migration."
39,71,Fostering Youth Trust in the European Commission: Communication on Social Media as a Key Strategy,2025,1,10.17645/mac.10352,0.1206896551724138,1.0,0.17144160057391344,0.4,0.3346331477009896,Logit/Probit,Factores educativos,"For the long‐term viability of the EU’s democratic system, it is crucial to develop communication strategies aimed at enhancing young citizens’ trust in its institutions, with social media playing a key role. This study is structured around two general objectives: (1) to examine youth political trust in the European Commission and its connection to various potential micro‐ and macro‐determinant...","Results indicate that socioeconomic status, employment status, and education are positively related to trust in the institution, while perceptions of the possibility of citizen participation and economic performance also exhibit a positive association."
40,118,"Rural Roads, Poverty, and Resilience: Evidence from Ethiopia",2020,36,10.1080/00220388.2020.1736282,0.08620689655172414,0.1,0.8931170231185874,0.9,0.3317268528995796,Econometría; Panel Data; Estudio Descriptivo,Desigualdad de género; Mercado laboral,"This study analyses the linkage between the recent rural road development and household welfare, resilience, and economic conditions in Ethiopia. The empirical approach relies on a difference-in-differences matching method, taking advantage of a nationally representative household survey and an original road database, both of which are panel data spanning the period 2012–2016.","the results suggest that, by connecting remote communities to markets and the main road network, rural roads have substantially supported the welfare and resilience of rural households in shock-prone Ethiopia."
41,9,Gender-related factors influencing women employment in Burkina Faso,2025,0,10.1108/IJSE-09-2024-0803,0.15517241379310345,1.0,0.0,0.5,0.3275862068965517,Logit/Probit; Estudio Descriptivo,Factores educativos; Desigualdad de género; Mercado laboral,"Purpose This study investigates the determinants of employment in Burkina Faso, with a particular focus on gender disparities. Despite the country’s economic growth, unemployment and underemployment remain pervasive, disproportionately affecting women and youth.",Peer review The peer review history for this article is available at: https://publons.com/publon/10.1108/IJSE-09-2024-0803. © 2025 Emerald Publishing Limited
42,8,Job Satisfaction in Post-Arab Spring Egypt and Tunisia: Between Hope and Hardship,2025,0,10.1177/21582440251396015,0.15517241379310345,1.0,0.0,0.5,0.3275862068965517,Logit/Probit; Estudio Descriptivo,Factores educativos; Desigualdad de género; Capital humano; Mercado laboral; Transición escuela-trabajo,This study provides a valuable benchmark for understanding the long-term consequences of political upheaval on labor market experiences.,"© The Author(s) 2025. This article is distributed under the terms of the Creative Commons Attribution-NonCommercial 4.0 License (https://creativecommons.org/licenses/by-nc/4.0/) which permits non-commercial use, reproduction and distribution of the work without further permission provided the original work is attributed as specified on the SAGE and Open Access pages (https://us.sagepub.com/en-us/nam/open-access-at-sage)."
43,141,Changes in perceived job satisfaction during the transition from adolescence to young adulthood,2025,0,10.15611/aoe.2025.2.01,0.15517241379310345,1.0,0.0,0.5,0.3275862068965517,Logit/Probit; Estudio Descriptivo,Factores educativos; Capital humano; Mercado laboral; Transición escuela-trabajo,This study aims to identify and compare the determinants of perceived overall job satisfaction among post-adolescents (aged 18-24) and young adults (aged 25-29) in Poland.,The results revealed that perceived job satisfaction was higher in the group of young adults.
44,148,Empirical analysis of urban youth unemployment in Ethiopia,2021,17,10.1111/1467-8268.12514,0.20689655172413793,0.2,0.7148986165204483,0.4,0.3264279991661587,Logit/Probit,Factores educativos; Desigualdad de género; Capital humano; Mercado laboral,Lack of adequate jobs and long unemployment duration becomes a challenge for urban youth in Ethiopia. This study empirically examines youth unemployment and its determinants in urban Ethiopia.,The results indicate that both the incidence and duration of youth unemployment is higher in urban Ethiopia.
45,136,Baseline Sociodemographic Characteristics and Mental Health Status of Primary Caregivers and Children Attending Schools on the Navajo Nation During COVID-19,2024,1,10.1111/josh.13487,0.10344827586206896,0.8,0.17144160057391344,0.8,0.32601245804581724,Econometría; Panel Data,Factores educativos; Desigualdad de género; Capital humano,"BACKGROUND: Despite historical and contemporary trauma, American Indian and Alaska Native (AIAN; Indigenous) communities responded with resilience to the COVID-19 pandemic. However, AIANs experienced disproportionate rates of infection, hospitalization, death, and reduced life expectancy.","Despite these challenges, cultural protective factors remained strong and should guide future crisis response efforts. © 2024 American School Health Association."
46,131,DETERMINANTS OF DEMAND FOR YOUNG PROFESSIONALS WITH TERTIARY EDUCATION AMIDST MIGRATION RESULTING FROM THE WAR IN UKRAINE,2024,6,10.13165/IE-24-18-2-08,0.13793103448275862,0.8,0.4812974212166097,0.0,0.3252250014847013,No clasificado,Factores educativos; Desigualdad de género; Capital humano; Mercado laboral,ThepurposeistoidentifythekeyemployabilitydeterminantsforyoungUkrainianmigrants with tertiary education in light of the changing labour market conditions caused by the war. Design/methodology/approach.,© 2024 Mykolo Romerio Universitetas. All rights reserved.
47,41,"Internalised Individualism: Young People, Welfare Conditionality, and the Psychological Framing of Employment Aspirations",2024,2,10.1017/S1474746424000320,0.13793103448275862,0.8,0.2717285079732675,0.4,0.32331121883603287,Panel Data,Capital humano; Mercado laboral,"This paper argues that young people who claim state support in the UK are prone to accept the contemporary hegemonic conceptualisation within advanced capitalist societies, that individual behaviour and mindset are the key determinants of valorised labour market outcomes. The notion that the self is all encompassing and one can, and should, choose to overcome all challenges in life through self...","This paper draws upon secondary analysis of longitudinal qualitative data generated as part of the Welfare Conditionality Project (2013–2019) to demonstrate that young people who experience welfare conditionality are likely to individualise pathways to their future aspirations. © The Author(s), 2024."
48,109,Rural youths' choice of livelihood strategies and their effect on income poverty and food security in Rwanda,2023,3,10.1108/AJEMS-05-2022-0190,0.08620689655172414,0.6,0.3428832011478269,0.9,0.32168008850542745,Econometría; Logit/Probit; Estudio Descriptivo,Mercado laboral,This study aims at exploring the choices of livelihood strategies amongst the rural youth and how these choices relate to food security and income poverty.,show that agriculture is necessary but not a sufficient livelihood strategy to sustain the rural youth's contribution to youth's household welfare. findings show that agriculture is necessary but not a sufficient livelihood strategy to sustain the rural youth's contribution to youth's household welfare.
49,128,"Predictors of becoming not in education, employment or training: A dynamic comparison of the direct and indirect determinants",2022,10,10.1111/rssa.12961,0.2413793103448276,0.4,0.5930904937751824,0.0,0.3193077539274503,No clasificado,Factores educativos; Mercado laboral,"This paper uses a dynamic latent factor model to investigate the determinants of not in education, employment or training (NEET) status among adolescents in the United Kingdom. We bring together within one framework various determinants of NEET status, such as educational achievements, non-cognitive skills, family socio-economic factors, aspirations, mental health and local labour market condit...",findings suggest that cognitive ability (as measured by educational achievements) remains the key predictor of NEET status.
50,26,The precarity of internal migration of youth in Ghana: exploitative employment and livelihood insecurity,2023,5,10.1080/09614524.2022.2119940,0.1206896551724138,0.6,0.44317010854718086,0.5,0.3189788492956431,Econometría; Estudio Descriptivo,No clasificado,"This paper ascertains whether young internal migrants are prone to poverty and livelihood insecurity and become victims of exploitative employment when compared to the non-migrant youth population in Ghana. This study employs econometrics analysis using the Ghana Living Standards Survey 6 (2012) and 7 (2017), with a sample size of 15,000 households, and ethnographic interviews to assess the det...","found that young internal migrants are often engaged in unstable, noncontract, abusive, and exploitative employment."
51,14,"Youth Entrepreneurship, Credit Access and Post-Disaster Business Recovery: Evidence From Informal Food Enterprises in Ghana",2026,0,10.1002/jid.70070,0.13793103448275862,1.0,0.0,0.5,0.3189655172413793,Logit/Probit; Estudio Descriptivo,Factores educativos; Capital humano; Mercado laboral,"This study investigates how access to finance (credit access) influences business recovery and entrepreneurial performance among youth-led informal food enterprises in Ghana, with implications for financial inclusion, entrepreneurial ability and post-crisis business resilience in developing economies. Using cross-sectional data from 136 enterprises across three regions, we apply a probit model ...","Results show that membership in business associations significantly increases the likelihood of obtaining credit, while mentorship and social media usage are associated with lower access. show that membership in business associations significantly increases the likelihood of obtaining credit, while mentorship and social media usage are associated with lower access."
52,137,The Determinants of Public Sector Employment in the Western Balkans,2025,0,10.37394/23207.2025.22.115,0.15517241379310345,1.0,0.0,0.4,0.3175862068965517,Panel Data,Mercado laboral; Políticas públicas,"This paper explores the determinants of public sector employment in five Western Balkan countries: Albania, Bosnia & Herzegovina, Montenegro, North Macedonia, and Serbia.","The findings reveal that while economic growth (GDP per capita) positively influences public sector employment, driven by redistributive policies and the need to manage economic complexity, trade openness, and population size are associated with a decline in the public employment rate, indicating a gradual shift toward private sector-driven economies."
